# packages in environment at /soft/applications/conda/2026-09-17/mconda3:
#
# Name                                      Version                           Build                  Channel
pycountry                                   26.2.16                           pypi_0                 pypi
pycparser                                   3.0                               pypi_0                 pypi
pydantic                                    2.13.5                            pyhcf101f3_0           conda-forge
pydantic-core                               2.46.5                            py313ha296275_1        conda-forge
pydantic-extra-types                        2.11.1                            pypi_0                 pypi
pydantic-settings                           2.15.0                            pypi_0                 pypi
pydot                                       4.0.1                             pypi_0                 pypi
pyg-lib                                     0.9.0+pt214cu130                  pypi_0                 pypi
pygments                                    2.21.0                            pypi_0                 pypi
pyinstrument                                5.1.3                             pypi_0                 pypi
pyjwt                                       2.14.0                            pypi_0                 pypi
pykeops                                     2.3                               pypi_0                 pypi
pylatexenc                                  2.11                              pypi_0                 pypi
pymongo                                     4.18.1                            pypi_0                 pypi
pymoo                                       0.6.2                             pypi_0                 pypi
pynvvideocodec                              2.0.4                             pypi_0                 pypi
pyparsing                                   3.3.2                             pypi_0                 pypi
pyprctl                                     0.1.3                             pypi_0                 pypi
pyproject_hooks                             1.2.0                             pyhd8ed1ab_1           conda-forge
pyright                                     1.1.414                           pypi_0                 pypi
pysocks                                     1.7.1                             pyha55dd90_7           conda-forge
pytest                                      9.1.1                             pypi_0                 pypi
python                                      3.13.15                           hf47f18c_103_cp313     conda-forge
python-build                                1.6.0                             pyhc364b38_0           conda-forge
python-daemon                               2.3.2                             pypi_0                 pypi
python-dateutil                             2.9.0.post0                       pypi_0                 pypi
python-discovery                            1.6.0                             pypi_0                 pypi
python-dotenv                               1.2.3                             pypi_0                 pypi
python-gil                                  3.13.15                           h4df99d1_103           conda-forge
python-installer                            1.0.1                             pyh332efcf_0           conda-forge
python-json-logger                          4.2.0                             pypi_0                 pypi
python-libarchive-c                         5.3                               pyhe01879c_1           conda-forge
python-multipart                            0.0.32                            pypi_0                 pypi
python_abi                                  3.13                              9_cp313                conda-forge
pytorch-lightning                           2.6.6                             pypi_0                 pypi
pyvers                                      0.1.0                             pypi_0                 pypi
pyyaml                                      6.0.3                             py313h3dea7bd_1        conda-forge
pyzmq                                       26.1.0                            pypi_0                 pypi
quack-kernels                               0.6.4                             pypi_0                 pypi
qwen-vl-utils                               0.0.14                            pypi_0                 pypi
ray                                         2.58.0                            pypi_0                 pypi
readline                                    8.3                               hd6e31c0_1             conda-forge
redis                                       8.1.0                             pypi_0                 pypi
referencing                                 0.37.0                            pyhcf101f3_0           conda-forge
regex                                       2026.9.10                         pypi_0                 pypi
reproc                                      14.2.8.post0                      hee9eb32_0             conda-forge
reproc-cpp                                  14.2.8.post0                      h1c70be6_0             conda-forge
requests                                    2.34.2                            pyhcf101f3_0           conda-forge
requests-oauthlib                           2.0.0                             pypi_0                 pypi
rfc3339-validator                           0.1.4                             pypi_0                 pypi
rfc3986-validator                           0.1.1                             pypi_0                 pypi
rfc3987-syntax                              1.1.0                             pypi_0                 pypi
rhash                                       1.4.6                             hb03c661_2             conda-forge
rich                                        14.3.4                            pypi_0                 pypi
rich-toolkit                                0.20.5                            pypi_0                 pypi
rignore                                     0.8.1                             pypi_0                 pypi
ripgrep                                     15.2.0                            hf19af3b_1             conda-forge
rpds-py                                     2026.6.3                          py313ha296275_2        conda-forge
ruamel-yaml                                 0.18.17                           pypi_0                 pypi
ruamel.yaml                                 0.19.1                            pyhcf101f3_0           conda-forge
ruamel.yaml.clib                            0.2.15                            py313hd42f317_5        conda-forge
sacred                                      0.8.7                             pypi_0                 pypi
safetensors                                 0.8.0                             pypi_0                 pypi
scikit-build-core                           1.0.3                             pypi_0                 pypi
scikit-image                                0.26.0                            pypi_0                 pypi
scikit-learn                                1.9.1                             pypi_0                 pypi
scipy                                       1.18.1                            pypi_0                 pypi
seaborn                                     0.13.2                            pypi_0                 pypi
semantic-version                            2.10.0                            pypi_0                 pypi
send2trash                                  2.1.0                             pypi_0                 pypi
sentencepiece                               0.2.2                             pypi_0                 pypi
sentry-sdk                                  2.69.2                            pypi_0                 pypi
setproctitle                                1.3.7                             pypi_0                 pypi
setuptools                                  69.5.1                            pypi_0                 pypi
setuptools-rust                             1.13.0                            pypi_0                 pypi
setuptools-scm                              10.2.3                            pypi_0                 pypi
sh                                          2.4.0                             pypi_0                 pypi
shellingham                                 1.5.4                             pypi_0                 pypi
simdjson                                    4.6.11                            h4dbf13b_0             conda-forge
simple-parsing                              0.1.9                             pypi_0                 pypi
simplejson                                  4.1.2                             pypi_0                 pypi
six                                         1.17.0                            pyhe01879c_1           conda-forge
smart-open                                  8.0.1                             pypi_0                 pypi
smmap                                       5.0.3                             pypi_0                 pypi
sniffio                                     1.3.1                             pyhd8ed1ab_2           conda-forge
sortedcontainers                            2.4.0                             pypi_0                 pypi
soupsieve                                   2.9.2                             pyhd8ed1ab_0           conda-forge
spdlog                                      1.17.0                            hb6aa676_2             conda-forge
sse-starlette                               3.4.11                            pypi_0                 pypi
stack-data                                  0.6.3                             pypi_0                 pypi
starlette                                   1.6.0                             pypi_0                 pypi
supervisor                                  4.3.0                             pypi_0                 pypi
sympy                                       1.14.0                            pypi_0                 pypi
tabulate                                    0.10.0                            pypi_0                 pypi
tbb                                         2023.1.0                          hfd44327_0             conda-forge
tblib                                       1.7.0                             pypi_0                 pypi
tensorboard                                 2.21.0                            pypi_0                 pypi
tensorboard-data-server                     0.7.2                             pypi_0                 pypi
tensorboard-plugin-profile                  2.23.2                            pypi_0                 pypi
tensorboardx                                2.6.5                             pypi_0                 pypi
tensordict                                  0.10.0                            pypi_0                 pypi
tensorflow                                  2.21.0                            pypi_0                 pypi
tensorflow-datasets                         4.9.10                            pypi_0                 pypi
tensorflow-metadata                         1.21.0                            pypi_0                 pypi
tensorflow-probability                      0.25.0                            pypi_0                 pypi
tensorstore                                 0.1.85                            pypi_0                 pypi
termcolor                                   3.3.0                             pypi_0                 pypi
terminado                                   0.18.1                            pypi_0                 pypi
texttable                                   1.7.0                             pypi_0                 pypi
threadpoolctl                               3.7.0                             pypi_0                 pypi
tifffile                                    2026.9.15                         pypi_0                 pypi
tiktoken                                    0.14.0                            pypi_0                 pypi
tilelang                                    0.1.12                            pypi_0                 pypi
timm                                        1.0.29                            pypi_0                 pypi
tinycss2                                    1.5.1                             pypi_0                 pypi
tk                                          8.6.13                            noxft_h1df4ec4_4       conda-forge
tokenizers                                  0.22.2                            pypi_0                 pypi
tokenspeed-mla                              0.1.8                             pypi_0                 pypi
tokenspeed-triton                           3.8.10.post20260906               pypi_0                 pypi
toml                                        0.10.2                            pypi_0                 pypi
tomli                                       2.4.1                             pyhcf101f3_0           conda-forge
tomli-w                                     1.2.0                             pyhd8ed1ab_0           conda-forge
toolz                                       1.1.0                             pypi_0                 pypi
torch                                       2.14.0                            pypi_0                 pypi
torch-c-dlpack-ext                          0.1.5                             pypi_0                 pypi
torch-geometric                             2.8.0.post1                       pypi_0                 pypi
torch-tb-profiler                           0.4.3                             pypi_0                 pypi
torchdata                                   0.11.0                            pypi_0                 pypi
torchinfo                                   1.8.0                             pypi_0                 pypi
torchmetrics                                1.9.0                             pypi_0                 pypi
torchvision                                 0.29.0                            pypi_0                 pypi
torchviz                                    0.0.3                             pypi_0                 pypi
tornado                                     6.5.10                            pypi_0                 pypi
tqdm                                        4.70.0                            pyh8f84b5b_0           conda-forge
traitlets                                   5.16.1                            pypi_0                 pypi
transformer-engine                          2.19.0+5e52befd                   pypi_0                 pypi
transformers                                5.10.4                            pypi_0                 pypi
treescope                                   0.1.10                            pypi_0                 pypi
triton                                      3.8.0                             pypi_0                 pypi
truststore                                  0.10.4                            pyhcf101f3_0           conda-forge
typeguard                                   4.6.0                             pypi_0                 pypi
typer                                       0.27.2                            pypi_0                 pypi
types-cachetools                            7.0.0.20260713                    pypi_0                 pypi
typing-extensions                           4.16.0                            h69aa097_0             conda-forge
typing-inspection                           0.4.4                             pyhcf101f3_0           conda-forge
typing_extensions                           4.16.0                            pyhcf101f3_0           conda-forge
tzdata                                      2026.4                            pypi_0                 pypi
unearth                                     0.18.3                            pyhd8ed1ab_0           conda-forge
unzip                                       6.0                               hb03c661_4             conda-forge
uri-template                                1.3.0                             pypi_0                 pypi
urllib3                                     2.7.0                             pyhd8ed1ab_0           conda-forge
uv                                          0.12.15                           pypi_0                 pypi
uvicorn                                     0.53.0                            pypi_0                 pypi
uvloop                                      0.22.1                            pypi_0                 pypi
vcs-versioning                              2.4.1                             pypi_0                 pypi
verl                                        0.9.0                             pypi_0                 pypi
virtualenv                                  21.7.10                           pypi_0                 pypi
vllm                                        0.29.1.dev0+g98dff2a81.d20260917  pypi_0                 pypi
wandb                                       0.30.0                            pypi_0                 pypi
watchfiles                                  1.2.0                             pypi_0                 pypi
wayland                                     1.26.0                            hc1c935e_2             conda-forge
wcwidth                                     0.8.3                             pypi_0                 pypi
webcolors                                   25.10.0                           pypi_0                 pypi
webencodings                                0.6.1                             pypi_0                 pypi
websocket-client                            1.9.2                             pypi_0                 pypi
websockets                                  17.1                              pypi_0                 pypi
werkzeug                                    3.1.8                             pypi_0                 pypi
wheel                                       0.48.0                            pypi_0                 pypi
widgetsnbextension                          4.0.16                            pypi_0                 pypi
wrapt                                       1.17.3                            pypi_0                 pypi
xarray                                      2026.7.0                          pypi_0                 pypi
xarray-einstats                             0.11.0                            pypi_0                 pypi
xformers                                    0.0.35                            pypi_0                 pypi
xgboost                                     3.4.2                             pypi_0                 pypi
xgrammar                                    0.2.7                             pypi_0                 pypi
xkeyboard-config                            2.48                              h280c20c_0             conda-forge
xorg-libice                                 1.1.2                             h280c20c_0             conda-forge
xorg-libsm                                  1.2.6                             h0d788c3_1             conda-forge
xorg-libx11                                 1.8.13                            he1eb515_1             conda-forge
xorg-libxau                                 1.0.12                            h7cc23a3_2             conda-forge
xorg-libxcomposite                          0.4.7                             hb03c661_0             conda-forge
xorg-libxcursor                             1.2.3                             hb9d3cd8_0             conda-forge
xorg-libxdamage                             1.1.6                             hb9d3cd8_0             conda-forge
xorg-libxdmcp                               1.1.5                             hb03c661_2             conda-forge
xorg-libxext                                1.3.7                             h7cc23a3_1             conda-forge
xorg-libxfixes                              6.0.2                             h7cc23a3_1             conda-forge
xorg-libxi                                  1.8.3                             h7cc23a3_1             conda-forge
xorg-libxinerama                            1.1.6                             hecca717_0             conda-forge
xorg-libxrandr                              1.5.5                             h7cc23a3_1             conda-forge
xorg-libxrender                             0.9.12                            hb03c661_1             conda-forge
xorg-libxtst                                1.2.5                             h7cc23a3_4             conda-forge
xorg-libxxf86vm                             1.1.7                             hb03c661_0             conda-forge
xorg-xorgproto                              2025.1                            hebe6cf0_3             conda-forge
xprof                                       2.23.2                            pypi_0                 pypi
xxhash                                      4.0.1                             pypi_0                 pypi
xyzservices                                 2026.9.1                          pypi_0                 pypi
yaml                                        0.2.5                             hebe6cf0_3             conda-forge
yaml-cpp                                    0.8.0                             h54a6638_1             conda-forge
yarl                                        1.25.1                            pypi_0                 pypi
z3-solver                                   4.15.4.0                          pypi_0                 pypi
zict                                        3.0.0                             pypi_0                 pypi
zip                                         3.0                               hb03c661_4             conda-forge
zipp                                        4.1.0                             pyhcf101f3_0           conda-forge
zstd                                        1.5.7                             hb78ec9c_7             conda-forge
