# packages in environment at /soft/applications/conda/2025-09-24/mconda3:
#
# Name                                Version                                      Build                  Channel
rich-toolkit                          0.15.1                                       pypi_0                 pypi
rignore                               0.6.4                                        pypi_0                 pypi
ripgrep                               14.1.1                                       h8fae777_1             conda-forge
rpds-py                               0.27.1                                       py312h868fb18_1        conda-forge
rsa                                   4.9.1                                        pypi_0                 pypi
ruamel.yaml                           0.18.14                                      py312h66e93f0_0        conda-forge
ruamel.yaml.clib                      0.2.8                                        py312h66e93f0_1        conda-forge
s3transfer                            0.14.0                                       pypi_0                 pypi
sacred                                0.8.7                                        pypi_0                 pypi
safetensors                           0.6.2                                        pypi_0                 pypi
scikit-image                          0.25.2                                       pypi_0                 pypi
scikit-learn                          1.7.2                                        pypi_0                 pypi
scipy                                 1.16.2                                       pypi_0                 pypi
seaborn                               0.13.2                                       pypi_0                 pypi
send2trash                            1.8.3                                        pypi_0                 pypi
sentence-transformers                 5.1.1                                        pypi_0                 pypi
sentencepiece                         0.2.1                                        pypi_0                 pypi
sentry-sdk                            2.39.0                                       pypi_0                 pypi
setproctitle                          1.3.7                                        pypi_0                 pypi
setuptools                            79.0.1                                       pypi_0                 pypi
setuptools-scm                        9.2.0                                        pypi_0                 pypi
sgl-kernel                            0.3.9.post2                                  pypi_0                 pypi
sglang                                0.5.3rc0                                     pypi_0                 pypi
sh                                    2.2.2                                        pypi_0                 pypi
shellingham                           1.5.4                                        pypi_0                 pypi
simdjson                              3.12.3                                       h84d6215_0             conda-forge
simple-parsing                        0.1.7                                        pypi_0                 pypi
simplejson                            3.20.2                                       pypi_0                 pypi
six                                   1.17.0                                       pyhe01879c_1           conda-forge
smart-open                            7.3.1                                        pypi_0                 pypi
smmap                                 5.0.2                                        pypi_0                 pypi
sniffio                               1.3.1                                        pyhd8ed1ab_1           conda-forge
soundfile                             0.13.1                                       pypi_0                 pypi
soupsieve                             2.8                                          pyhd8ed1ab_0           conda-forge
soxr                                  1.0.0                                        pypi_0                 pypi
sqlalchemy                            2.0.43                                       pypi_0                 pypi
stack-data                            0.6.3                                        pypi_0                 pypi
starlette                             0.48.0                                       pypi_0                 pypi
sympy                                 1.14.0                                       pypi_0                 pypi
tabulate                              0.9.0                                        pypi_0                 pypi
tb-nightly                            2.20.0a20250717                              pypi_0                 pypi
tbb                                   2021.13.0                                    hb60516a_3             conda-forge
tensorboard                           2.20.0                                       pypi_0                 pypi
tensorboard-data-server               0.7.2                                        pypi_0                 pypi
tensorboard-plugin-profile            2.20.6                                       pypi_0                 pypi
tensorboardx                          2.6.4                                        pypi_0                 pypi
tensordict                            0.10.0                                       pypi_0                 pypi
tensorflow                            2.21.0.dev0+selfbuilt                        pypi_0                 pypi
tensorflow-datasets                   4.9.9                                        pypi_0                 pypi
tensorflow-metadata                   1.17.2                                       pypi_0                 pypi
tensorflow-probability                0.25.0                                       pypi_0                 pypi
tensorstore                           0.1.77                                       pypi_0                 pypi
termcolor                             3.1.0                                        pypi_0                 pypi
terminado                             0.18.1                                       pypi_0                 pypi
threadpoolctl                         3.6.0                                        pypi_0                 pypi
tifffile                              2025.9.30                                    pypi_0                 pypi
tiktoken                              0.11.0                                       pypi_0                 pypi
timm                                  1.0.16                                       pypi_0                 pypi
tinycss2                              1.4.0                                        pypi_0                 pypi
tk                                    8.6.13                                       noxft_hd72426e_102     conda-forge
tokenizers                            0.22.1                                       pypi_0                 pypi
toml                                  0.10.2                                       pypi_0                 pypi
tomli                                 2.2.1                                        pypi_0                 pypi
toolz                                 1.0.0                                        pypi_0                 pypi
torch                                 2.8.0                                        pypi_0                 pypi
torch-cluster                         1.6.3+pt28cu129                              pypi_0                 pypi
torch-geometric                       2.6.1                                        pypi_0                 pypi
torch-memory-saver                    0.0.8                                        pypi_0                 pypi
torch-scatter                         2.1.2+pt28cu129                              pypi_0                 pypi
torch-sparse                          0.6.18+pt28cu129                             pypi_0                 pypi
torch-spline-conv                     1.2.2+pt28cu129                              pypi_0                 pypi
torch-tb-profiler                     0.4.3                                        pypi_0                 pypi
torchao                               0.9.0                                        pypi_0                 pypi
torchaudio                            2.8.0                                        pypi_0                 pypi
torchdata                             0.11.0                                       pypi_0                 pypi
torchinfo                             1.8.0                                        pypi_0                 pypi
torchmetrics                          1.8.2                                        pypi_0                 pypi
torchvision                           0.23.0a0+824e8c8                             pypi_0                 pypi
torchviz                              0.0.3                                        pypi_0                 pypi
tornado                               6.5.2                                        pypi_0                 pypi
tqdm                                  4.67.1                                       pyhd8ed1ab_1           conda-forge
traitlets                             5.14.3                                       pypi_0                 pypi
transformer-engine                    2.7.0                                        pypi_0                 pypi
transformer-engine-cu12               2.7.0                                        pypi_0                 pypi
transformer-engine-jax                2.7.0                                        pypi_0                 pypi
transformer-engine-torch              2.7.0                                        pypi_0                 pypi
transformers                          4.56.1                                       pypi_0                 pypi
treescope                             0.1.10                                       pypi_0                 pypi
triton                                3.4.0                                        pypi_0                 pypi
truststore                            0.10.1                                       pyh29332c3_0           conda-forge
typer                                 0.19.2                                       pypi_0                 pypi
types-python-dateutil                 2.9.0.20250822                               pypi_0                 pypi
typing-extensions                     4.15.0                                       h396c80c_0             conda-forge
typing-inspection                     0.4.2                                        pypi_0                 pypi
typing_extensions                     4.15.0                                       pyhcf101f3_0           conda-forge
tzdata                                2025.2                                       pypi_0                 pypi
unzip                                 6.0                                          hb03c661_4             conda-forge
uri-template                          1.3.0                                        pypi_0                 pypi
urllib3                               2.5.0                                        pyhd8ed1ab_0           conda-forge
uv                                    0.8.22                                       pypi_0                 pypi
uvicorn                               0.37.0                                       pypi_0                 pypi
uvloop                                0.21.0                                       pypi_0                 pypi
verl                                  0.5.0.dev0                                   pypi_0                 pypi
virtualenv                            20.34.0                                      pypi_0                 pypi
vllm                                  0.11.0rc2.dev147+g47b933954.d20251003.cu129  pypi_0                 pypi
wadler-lindig                         0.1.7                                        pypi_0                 pypi
wandb                                 0.22.1                                       pypi_0                 pypi
watchdog                              6.0.0                                        pypi_0                 pypi
watchfiles                            1.1.0                                        pypi_0                 pypi
wayland                               1.24.0                                       h3e06ad9_0             conda-forge
wcwidth                               0.2.14                                       pypi_0                 pypi
webcolors                             24.11.1                                      pypi_0                 pypi
webencodings                          0.5.1                                        pypi_0                 pypi
websocket-client                      1.8.0                                        pypi_0                 pypi
websockets                            15.0.1                                       pypi_0                 pypi
werkzeug                              3.1.3                                        pypi_0                 pypi
wheel                                 0.45.1                                       pyhd8ed1ab_1           conda-forge
widgetsnbextension                    4.0.14                                       pypi_0                 pypi
wrapt                                 1.17.3                                       pypi_0                 pypi
xarray                                2025.9.1                                     pypi_0                 pypi
xarray-einstats                       0.9.1                                        pypi_0                 pypi
xformers                              0.0.32.post2                                 pypi_0                 pypi
xgboost                               3.2.0.dev0                                   pypi_0                 pypi
xgrammar                              0.1.25                                       pypi_0                 pypi
xkeyboard-config                      2.45                                         hb9d3cd8_0             conda-forge
xorg-libice                           1.1.2                                        hb9d3cd8_0             conda-forge
xorg-libsm                            1.2.6                                        he73a12e_0             conda-forge
xorg-libx11                           1.8.12                                       h4f16b4b_0             conda-forge
xorg-libxau                           1.0.12                                       hb9d3cd8_0             conda-forge
xorg-libxcomposite                    0.4.6                                        hb9d3cd8_2             conda-forge
xorg-libxcursor                       1.2.3                                        hb9d3cd8_0             conda-forge
xorg-libxdamage                       1.1.6                                        hb9d3cd8_0             conda-forge
xorg-libxdmcp                         1.1.5                                        hb9d3cd8_0             conda-forge
xorg-libxext                          1.3.6                                        hb9d3cd8_0             conda-forge
xorg-libxfixes                        6.0.2                                        hb03c661_0             conda-forge
xorg-libxi                            1.8.2                                        hb9d3cd8_0             conda-forge
xorg-libxinerama                      1.1.5                                        h5888daf_1             conda-forge
xorg-libxrandr                        1.5.4                                        hb9d3cd8_0             conda-forge
xorg-libxrender                       0.9.12                                       hb9d3cd8_0             conda-forge
xorg-libxtst                          1.2.5                                        hb9d3cd8_3             conda-forge
xorg-libxxf86vm                       1.1.6                                        hb9d3cd8_0             conda-forge
xorg-xorgproto                        2024.1                                       hb9d3cd8_1             conda-forge
xprof                                 2.20.6                                       pypi_0                 pypi
xxhash                                3.5.0                                        pypi_0                 pypi
xyzservices                           2025.4.0                                     pypi_0                 pypi
yaml                                  0.2.5                                        h280c20c_3             conda-forge
yaml-cpp                              0.8.0                                        h3f2d84a_0             conda-forge
yarl                                  1.20.1                                       pypi_0                 pypi
zip                                   3.0                                          hd590300_3             conda-forge
zipp                                  3.23.0                                       pypi_0                 pypi
zstandard                             0.23.0                                       py312h66e93f0_2        conda-forge
zstd                                  1.5.7                                        hb8e6e7a_2             conda-forge
